年级单元,单词,音标,释义,例句
七年级上册U4,bed,/bed/,床,Go to bed early.
七年级上册U4,sofa,/ˈsəʊfə/,沙发,The cat is on the sofa.
七年级上册U4,chair,/tʃeə(r)/,椅子,Sit on the chair.
七年级上册U4,desk,/desk/,书桌,The book is on the desk.
七年级上册U4,under,/ˈʌndə(r)/,在……下,The ball is under the bed.
七年级上册U4,on,/ɒn/,在……上,The pen is on the desk.
七年级上册U4,in,/ɪn/,在……里,The pencil is in the box.
七年级上册U4,come,/kʌm/,来；来到,Come here please!
七年级上册U4,go,/ɡəʊ/,去；走,Let's go home.
七年级上册U4,think,/θɪŋk/,认为；想；思考,I think you are right.
七年级上册U4,always,/ˈɔːlweɪz/,总是,He is always happy.
七年级上册U5,play,/pleɪ/,玩；打（球）,Let's play basketball.
七年级上册U5,watch,/wɒtʃ/,观看,We watch TV in the evening.
七年级上册U5,great,/ɡreɪt/,极好的；伟大的,That sounds great!
七年级上册U5,sport,/spɔːt/,运动,Basketball is my favorite sport.
七年级上册U5,fun,/fʌn/,有趣的；令人愉快的,We have fun together!
七年级上册U5,boring,/ˈbɔːrɪŋ/,无聊的,The movie is boring.
七年级上册U5,difficult,/ˈdɪfɪkəlt/,困难的,Math is difficult.
七年级上册U5,easy,/ˈiːzi/,容易的,The test is easy.
七年级上册U5,relaxing,/rɪˈlæksɪŋ/,轻松的；令人放松的,The music is relaxing.
七年级上册U5,soccer,/ˈsɒkə(r)/,英式足球,Let's play soccer.
七年级上册U5,basketball,/ˈbɑːskɪtbɔːl/,篮球,I like playing basketball.
七年级上册U5,volleyball,/ˈvɒlɪbɔːl/,排球,She plays volleyball well.
七年级上册U6,banana,/bəˈnɑːnə/,香蕉,I like bananas.
七年级上册U6,hamburger,/ˈhæmbɜːɡə(r)/,汉堡包,He eats a hamburger.
七年级上册U6,tomato,/təˈmɑːtəʊ/,西红柿,Tomatoes are healthy.
七年级上册U6,salad,/ˈsæləd/,沙拉,I have salad for lunch.
七年级上册U6,strawberry,/ˈstrɔːbəri/,草莓,These strawberries are sweet.
七年级上册U6,ice-cream,/ˌaɪs ˈkriːm/,冰淇淋,Ice-cream is delicious.
七年级上册U6,egg,/eɡ/,鸡蛋,I eat an egg for breakfast.
七年级上册U6,rice,/raɪs/,米饭；稻米,We eat rice for dinner.
七年级上册U6,chicken,/ˈtʃɪkɪn/,鸡；鸡肉,Chicken is delicious.
七年级上册U6,food,/fuːd/,食物,I like Chinese food.
七年级上册U6,fruit,/fruːt/,水果,Fruit is good for health.
七年级上册U6,vegetable,/ˈvedʒtəbl/,蔬菜,Eat more vegetables.
七年级上册U6,healthy,/ˈhelθi/,健康的,We should eat healthy food.
七年级上册U6,breakfast,/ˈbrekfəst/,早餐,I have breakfast at 7.
七年级上册U6,lunch,/lʌntʃ/,午餐,School lunch is at 12.
七年级上册U6,dinner,/ˈdɪnə(r)/,晚餐；正餐,We have dinner at 7 pm.
七年级上册U7,sock,/sɒk/,短袜,I need a pair of socks.
七年级上册U7,shirt,/ʃɜːt/,衬衫,This shirt is white.
七年级上册U7,T-shirt,/ˈtiː ʃɜːt/,T恤衫,He wears a blue T-shirt.
七年级上册U7,shorts,/ʃɔːts/,短裤,These shorts are on sale.
七年级上册U7,sweater,/ˈswetə(r)/,毛衣,The sweater is warm.
七年级上册U7,shoe,/ʃuː/,鞋,My shoes are new.
七年级上册U7,skirt,/skɜːt/,裙子,She has a red skirt.
七年级上册U7,dollar,/ˈdɒlə(r)/,元,It's five dollars.
七年级上册U7,big,/bɪɡ/,大的,The store is big.
七年级上册U7,small,/smɔːl/,小的；少量的,This hat is too small.
七年级上册U7,long,/lɒŋ/,长的,The river is long.
七年级上册U7,short,/ʃɔːt/,短的；矮的,He is short.
七年级上册U7,buy,/baɪ/,买,I want to buy a gift.
七年级上册U7,sell,/sel/,卖；出售,The store sells clothes.
七年级上册U7,clothes,/kləʊðz/,衣服；服装,I like these clothes.
七年级上册U7,store,/stɔː(r)/,商店,Let's go to the store.
七年级上册U7,January,/ˈdʒænjuəri/,一月,My birthday is in January.
七年级上册U7,February,/ˈfebruəri/,二月,February is cold.
七年级上册U7,March,/mɑːtʃ/,三月,Spring comes in March.
七年级上册U7,April,/ˈeɪprəl/,四月,April is warm.
七年级上册U7,May,/meɪ/,五月,I love May.
七年级上册U7,June,/dʒuːn/,六月,June is hot.
七年级上册U7,July,/dʒuˈlaɪ/,七月,School ends in July.
七年级上册U7,August,/ˈɔːɡəst/,八月,August is summer.
七年级上册U7,September,/sepˈtembə(r)/,九月,School starts in September.
七年级上册U7,October,/ɒkˈtəʊbə(r)/,十月,October is cool.
七年级上册U7,November,/nəʊˈvembə(r)/,十一月,November is autumn.
七年级上册U7,December,/dɪˈsembə(r)/,十二月,December is cold.
七年级上册U7,party,/ˈpɑːti/,聚会,We have a birthday party.
七年级上册U7,age,/eɪdʒ/,年龄,What is your age?
七年级上册U7,happy,/ˈhæpi/,愉快的；高兴的,I am happy today.
七年级上册U7,month,/mʌnθ/,月份,There are 12 months in a year.
七年级上册U7,old,/əʊld/,老的；旧的,He is 12 years old.
八年级下册U1,connect,/kəˈnekt/,连接；联系,Connect the computer to the internet.
八年级下册U1,create,/kriˈeɪt/,创造；创建,She created a beautiful painting.
八年级下册U1,experience,/ɪkˈspɪriəns/,经验；经历,I had an amazing experience.
八年级下册U1,perform,/pəˈfɔːm/,表演；执行,The dancers performed perfectly.
八年级下册U1,progress,/ˈprəʊɡres/,进步；进展,He made great progress in English.
八年级下册U1,skill,/skɪl/,技能；技巧,Reading is an important skill.
八年级下册U1,success,/səkˈses/,成功；成就,Hard work leads to success.
八年级下册U1,communicate,/kəˈmjuːnɪkeɪt/,交流；沟通,We communicate by email.
八年级下册U1,encourage,/ɪnˈkʌrɪdʒ/,鼓励；激励,Teachers encourage us to try.
八年级下册U1,achieve,/əˈtʃiːv/,实现；达到,You can achieve your dreams.
八年级下册U1,proud,/praʊd/,自豪的；骄傲的,I am proud of my progress.
八年级下册U2,accident,/ˈæksɪdənt/,事故；意外,He had a car accident.
八年级下册U2,bandage,/ˈbændɪdʒ/,绷带,Put a bandage on the cut.
八年级下册U2,breath,/breθ/,呼吸,Take a deep breath.
八年级下册U2,clinic,/ˈklɪnɪk/,诊所,We went to the clinic.
八年级下册U2,emergency,/iˈmɜːdʒənsi/,紧急情况,Call 120 in an emergency.
八年级下册U2,injure,/ˈɪndʒə(r)/,受伤；损害,He injured his leg.
八年级下册U2,rest,/rest/,休息,You need to rest.
八年级下册U2,temperature,/ˈtemprətʃə(r)/,温度；体温,His temperature is high.
八年级下册U2,wound,/wuːnd/,伤口,Clean the wound carefully.
八年级下册U2,operation,/ˌɒpəˈreɪʃn/,手术；操作,He needs an operation.
八年级下册U2,recover,/rɪˈkʌvə(r)/,恢复；康复,She is recovering from the flu.
八年级下册U3,anxiety,/æŋˈzaɪəti/,焦虑；忧虑,Exam anxiety is common.
八年级下册U3,calm,/kɑːm/,冷静的；使平静,Stay calm and relax.
八年级下册U3,confident,/ˈkɒnfɪdənt/,自信的,Be confident in yourself.
八年级下册U3,dependent,/dɪˈpendənt/,依赖的；依靠的,Don't be too dependent on others.
八年级下册U3,fair,/feə(r)/,公平的；合理的,That's not fair!
八年级下册U3,independent,/ˌɪndɪˈpendənt/,独立的,She is very independent.
八年级下册U3,mood,/muːd/,心情；情绪,He is in a good mood.
八年级下册U3,patient,/ˈpeɪʃnt/,有耐心的,Be patient with others.
八年级下册U3,praise,/preɪz/,赞扬；表扬,The teacher praised my work.
八年级下册U3,stress,/stres/,压力；紧张,Too much stress is bad.
八年级下册U3,support,/səˈpɔːt/,支持；帮助,Thank you for your support.
八年级下册U4,amazing,/əˈmeɪzɪŋ/,令人惊奇的,The view is amazing.
八年级下册U4,create,/kriˈeɪt/,创造；创作,Let's create a story.
八年级下册U4,discover,/dɪˈskʌvə(r)/,发现；发觉,We discovered a new cave.
八年级下册U4,explore,/ɪkˈsplɔː(r)/,探索；探险,Let's explore the forest.
八年级下册U4,imagine,/ɪˈmædʒɪn/,想象；猜想,Imagine a world without pollution.
八年级下册U4,natural,/ˈnætʃrəl/,自然的；天然的,This is a natural phenomenon.
八年级下册U4,protect,/prəˈtekt/,保护,We must protect nature.
八年级下册U4,scientific,/ˌsaɪənˈtɪfɪk/,科学的,We need scientific research.
八年级下册U4,valuable,/ˈvæljuəbl/,有价值的,This is a valuable discovery.
八年级下册U4,ancient,/ˈeɪnʃənt/,古代的；古老的,We studied ancient history.
八年级下册U5,damage,/ˈdæmɪdʒ/,损坏；损害,The storm damaged the house.
八年级下册U5,destroy,/dɪˈstrɔɪ/,破坏；摧毁,The fire destroyed the building.
八年级下册U5,disaster,/dɪˈzɑːstə(r)/,灾难,The flood was a disaster.
八年级下册U5,effective,/ɪˈfektɪv/,有效的,This medicine is effective.
八年级下册U5,emergency,/iˈmɜːdʒənsi/,紧急情况,In an emergency call 110.
八年级下册U5,prevent,/prɪˈvent/,预防；阻止,We can prevent fires.
八年级下册U5,survive,/səˈvaɪv/,幸存；生存,We survived the earthquake.
八年级下册U5,warning,/ˈwɔːnɪŋ/,警告；警报,The warning saved many lives.
八年级下册U6,behavior,/bɪˈheɪvjə(r)/,行为；举止,Good behavior is important.
八年级下册U6,conclusion,/kənˈkluːʒn/,结论,What's your conclusion?
八年级下册U6,custom,/ˈkʌstəm/,风俗；习俗,Every country has different customs.
八年级下册U6,greet,/ɡriːt/,问候；打招呼,We greet each other with a smile.
八年级下册U6,respect,/rɪˈspekt/,尊重；尊敬,We should respect our elders.
八年级下册U6,situation,/ˌsɪtʃuˈeɪʃn/,情况；形势,The situation is serious.
八年级下册U6,suggestion,/səˈdʒestʃən/,建议,Here is my suggestion.
八年级下册U7,character,/ˈkærəktə(r)/,角色；人物；性格,Who is your favorite character?
八年级下册U7,describe,/dɪˈskraɪb/,描述；形容,Describe the main character.
八年级下册U7,humorous,/ˈhjuːmərəs/,幽默的,The story is humorous.
八年级下册U7,imagine,/ɪˈmædʒɪn/,想象,Imagine you are at the beach.
八年级下册U7,meaning,/ˈmiːnɪŋ/,意义；意思,What's the meaning of this word?
八年级下册U7,plot,/plɒt/,情节,The plot is very interesting.
八年级下册U7,poem,/ˈpəʊɪm/,诗；韵文,He wrote a poem for her.
八年级下册U7,writer,/ˈraɪtə(r)/,作者；作家,She is my favorite writer.
八年级下册U8,ability,/əˈbɪləti/,能力；才能,Everyone has different abilities.
八年级下册U8,achieve,/əˈtʃiːv/,实现；完成,Set a goal and achieve it.
八年级下册U8,goal,/ɡəʊl/,目标,My goal is to learn English well.
八年级下册U8,graduate,/ˈɡrædʒueɪt/,毕业,He will graduate next year.
八年级下册U8,honor,/ˈɒnə(r)/,荣誉；尊敬,It's an honor to meet you.
八年级下册U8,point,/pɔɪnt/,观点；要点；点,What's your point?
八年级下册U8,success,/səkˈses/,成功,Success comes from hard work.
八年级下册U8,value,/ˈvæljuː/,价值；重视,We value our friendship.
九年级全一册U3,restroom,/ˈrestruːm/,洗手间；公共厕所,Where is the restroom?
九年级全一册U3,stamp,/stæmp/,邮票；印章,I collect stamps.
九年级全一册U3,postcard,/ˈpəʊstkɑːd/,明信片,I sent a postcard.
九年级全一册U3,pardon,/ˈpɑːdn/,请再说一遍,Pardon me?
九年级全一册U3,washroom,/ˈwɒʃruːm/,洗手间；厕所,The washroom is on the left.
九年级全一册U3,bathroom,/ˈbɑːθruːm/,浴室；洗手间,May I use your bathroom?
九年级全一册U3,quick,/kwɪk/,快的；迅速的,Be quick!
九年级全一册U3,rush,/rʌʃ/,仓促；急促,Don't rush.
九年级全一册U3,suggest,/səˈdʒest/,建议；提议,I suggest we go now.
九年级全一册U3,staff,/stɑːf/,管理人员；职工,The staff are friendly.
九年级全一册U3,grape,/ɡreɪp/,葡萄,Grapes are sweet.
九年级全一册U3,central,/ˈsentrəl/,中心的；中央的,It's in central park.
九年级全一册U3,mail,/meɪl/,邮寄；发电子邮件,I'll mail you the details.
九年级全一册U3,fascinating,/ˈfæsɪneɪtɪŋ/,迷人的；有吸引力的,The movie is fascinating.
九年级全一册U3,convenient,/kənˈviːniənt/,便利的；方便的,The bus is convenient.
九年级全一册U3,mall,/mɔːl/,商场；购物中心,Let's go to the mall.
九年级全一册U3,clerk,/klɑːk/,职员,The clerk helped me.
九年级全一册U3,corner,/ˈkɔːnə(r)/,拐角；角落,The cafe is on the corner.
九年级全一册U3,polite,/pəˈlaɪt/,有礼貌的,Be polite to others.
九年级全一册U3,politely,/pəˈlaɪtli/,礼貌地,Speak politely.
九年级全一册U3,speaker,/ˈspiːkə(r)/,讲某种语言的人；发言者,He is a native speaker.
九年级全一册U3,request,/rɪˈkwest/,要求；请求,Make a request.
九年级全一册U3,choice,/tʃɔɪs/,选择,Make a good choice.
九年级全一册U3,direction,/dəˈrekʃn/,方向,Which direction?
九年级全一册U3,correct,/kəˈrekt/,正确的,Your answer is correct.
九年级全一册U3,direct,/dəˈrekt/,直接的,Give a direct answer.
九年级全一册U3,address,/əˈdres/,地址,My address is No.1 Street.
九年级全一册U4,humorous,/ˈhjuːmərəs/,有幽默感的,He is a humorous man.
九年级全一册U4,silent,/ˈsaɪlənt/,沉默的,Keep silent in the library.
九年级全一册U4,helpful,/ˈhelpfl/,有帮助的,This book is helpful.
九年级全一册U4,score,/skɔː(r)/,得分,What's your score?
九年级全一册U4,background,/ˈbækɡraʊnd/,背景,What's your background?
九年级全一册U4,interview,/ˈɪntəvjuː/,采访；面试,I have a job interview.
九年级全一册U4,Asian,/ˈeɪʃn/,亚洲的；亚洲人,China is an Asian country.
九年级全一册U4,dare,/deə(r)/,敢于；胆敢,I dare to try.
九年级全一册U4,private,/ˈpraɪvət/,私人的,This is private.
九年级全一册U4,guard,/ɡɑːd/,警卫；守卫,The guard stands at the gate.
九年级全一册U4,require,/rɪˈkwaɪə(r)/,需要；要求,This requires patience.
九年级全一册U4,British,/ˈbrɪtɪʃ/,英国的；英国人的,He is British.
九年级全一册U4,speech,/spiːtʃ/,讲话；发言,He gave a speech.
九年级全一册U4,influence,/ˈɪnfluəns/,影响,His words influenced me.
九年级全一册U4,seldom,/ˈseldəm/,不常；很少,I seldom eat fast food.
九年级全一册U4,proud,/praʊd/,自豪的,I am proud of you.
九年级全一册U4,absent,/ˈæbsənt/,缺席,He is absent today.
九年级全一册U4,fail,/feɪl/,失败,Don't be afraid to fail.
九年级全一册U4,examination,/ɪɡˌzæmɪˈneɪʃn/,考试,The examination is next week.
九年级全一册U4,exactly,/ɪɡˈzæktli/,确切地,That's exactly right.
九年级全一册U4,pride,/praɪd/,自豪；骄傲,Take pride in your work.
九年级全一册U5,chopsticks,/ˈtʃɒpstɪks/,筷子,Use chopsticks to eat noodles.
九年级全一册U5,coin,/kɔɪn/,硬币,He collects coins.
九年级全一册U5,fork,/fɔːk/,餐叉；叉子,We use a fork and knife.
九年级全一册U5,blouse,/blaʊz/,短上衣；衬衫,She wears a silk blouse.
九年级全一册U5,silver,/ˈsɪlvə(r)/,银；银器,The ring is silver.
九年级全一册U5,glass,/ɡlɑːs/,玻璃,The window is made of glass.
九年级全一册U5,cotton,/ˈkɒtn/,棉；棉花,This shirt is pure cotton.
九年级全一册U5,steel,/stiːl/,钢；钢铁,The bridge is made of steel.
九年级全一册U5,grass,/ɡrɑːs/,草；草地,Keep off the grass.
九年级全一册U5,leaf,/liːf/,叶；叶子,Leaves turn yellow in autumn.
九年级全一册U5,produce,/prəˈdjuːs/,生产；制造,The factory produces toys.
九年级全一册U5,widely,/ˈwaɪdli/,广泛地,English is widely used.
九年级全一册U5,local,/ˈləʊkl/,当地的；本地的,We buy local food.
九年级全一册U5,brand,/brænd/,品牌；牌子,What brand is your phone?
九年级全一册U5,avoid,/əˈvɔɪd/,避免；回避,Avoid junk food.
九年级全一册U5,product,/ˈprɒdʌkt/,产品；制品,This product is made in China.
九年级全一册U5,handbag,/ˈhændbæɡ/,手提包,She carries a leather handbag.
九年级全一册U5,mobile,/ˈməʊbaɪl/,可移动的,The mobile phone is useful.
九年级全一册U5,surface,/ˈsɜːfɪs/,表面；表层,The surface is smooth.
九年级全一册U5,postman,/ˈpəʊstmən/,邮递员,The postman delivers mail.
九年级全一册U5,cap,/kæp/,帽子,He wears a blue cap.
九年级全一册U5,glove,/ɡlʌv/,手套,Put on your gloves.
九年级全一册U5,international,/ˌɪntəˈnæʃnəl/,国际的,English is an international language.
九年级全一册U5,paint,/peɪnt/,用颜料画；油漆,Let's paint the wall.
九年级全一册U5,form,/fɔːm/,形式；类型,Fill in the form.
九年级全一册U5,clay,/kleɪ/,黏土；陶土,The bowl is made of clay.
九年级全一册U5,balloon,/bəˈluːn/,气球,The balloon rose into the sky.
九年级全一册U5,scissors,/ˈsɪzəz/,剪刀,Be careful with scissors.
九年级全一册U5,lively,/ˈlaɪvli/,生气勃勃的,The party was lively.
九年级全一册U5,heat,/hiːt/,热；高温,Heat the water to 100 degrees.
九年级全一册U5,complete,/kəmˈpliːt/,完成,Complete your homework first.
九年级全一册U6,heel,/hiːl/,鞋跟；足跟,She wears high heels.
九年级全一册U6,electricity,/ɪˌlekˈtrɪsəti/,电；电能,Don't waste electricity.
九年级全一册U6,scoop,/skuːp/,勺；铲子,Use a scoop for ice cream.
九年级全一册U6,style,/staɪl/,样式；款式,I like the style.
九年级全一册U6,project,/ˈprɒdʒekt/,项目；工程,We have a group project.
九年级全一册U6,pleasure,/ˈpleʒə(r)/,高兴；愉快,It's my pleasure.
九年级全一册U6,zipper,/ˈzɪpə(r)/,拉链；拉锁,The zipper is broken.
九年级全一册U6,daily,/ˈdeɪli/,每日的；日常的,This is my daily routine.
九年级全一册U6,website,/ˈwebsaɪt/,网站,Visit our website.
九年级全一册U6,pioneer,/ˌpaɪəˈnɪə(r)/,先锋；先驱,He is a pioneer in science.
九年级全一册U6,list,/lɪst/,列表；列清单,Make a list.
九年级全一册U6,mention,/ˈmenʃn/,提到；说到,Don't mention it.
九年级全一册U6,nearly,/ˈnɪəli/,几乎；差不多,It's nearly 5 o'clock.
九年级全一册U6,boil,/bɔɪl/,煮沸；烧开,Boil some water.
九年级全一册U6,smell,/smel/,气味；闻到,The flowers smell nice.
九年级全一册U6,doubt,/daʊt/,疑惑；怀疑,No doubt about it.
九年级全一册U6,fridge,/frɪdʒ/,冰箱,Put the milk in the fridge.
九年级全一册U6,translate,/trænsˈleɪt/,翻译,Translate this sentence.
九年级全一册U6,lock,/lɒk/,锁上；锁住,Lock the door.
九年级全一册U6,earthquake,/ˈɜːθkweɪk/,地震,The earthquake shook the city.
九年级全一册U6,sudden,/ˈsʌdn/,突然（的）,All of a sudden.
九年级全一册U6,biscuit,/ˈbɪskɪt/,饼干,Have a biscuit.
九年级全一册U6,cookie,/ˈkʊki/,曲奇饼干,I love cookies.
九年级全一册U6,instrument,/ˈɪnstrəmənt/,器械；仪器；工具,The piano is an instrument.
九年级全一册U6,crispy,/ˈkrɪspi/,脆的；酥脆的,The chicken is crispy.
九年级全一册U6,sour,/ˈsaʊə(r)/,酸的；有酸味的,The lemon is sour.
九年级全一册U6,customer,/ˈkʌstəmə(r)/,顾客；客户,The customer is always right.
九年级全一册U6,Canadian,/kəˈneɪdiən/,加拿大（人）的,She is Canadian.
九年级全一册U6,divide,/dɪˈvaɪd/,分开；分散,Divide into groups.
九年级全一册U6,purpose,/ˈpɜːpəs/,目的；目标,What's your purpose?
九年级全一册U6,basket,/ˈbɑːskɪt/,篮；筐,Put the fruit in the basket.
九年级全一册U6,hero,/ˈhɪərəʊ/,英雄；男主角,He is a national hero.
九年级全一册U7,smoke,/sməʊk/,冒烟；吸烟；烟,Smoking is bad for health.
九年级全一册U7,pierce,/pɪəs/,扎；刺破；穿透,She pierced her ears.
九年级全一册U7,license,/ˈlaɪsns/,证；证件,He got his driver's license.
九年级全一册U7,safety,/ˈseɪfti/,安全；安全性,For safety wear a seat belt.
九年级全一册U7,earring,/ˈɪərɪŋ/,耳环；耳饰,She wears earrings.
九年级全一册U7,cry,/kraɪ/,哭；叫喊,Don't cry.
九年级全一册U7,field,/fiːld/,田野；场地,The children play in the field.
九年级全一册U7,hug,/hʌɡ/,拥抱；搂抱,Give me a hug.
九年级全一册U7,lift,/lɪft/,举起；抬高；电梯,Lift the box.
九年级全一册U7,awful,/ˈɔːfl/,很坏的；讨厌的,The weather is awful.
九年级全一册U7,regret,/rɪˈɡret/,感到遗憾；懊悔,I regret my mistake.
九年级全一册U7,poem,/ˈpəʊɪm/,诗；韵文,He wrote a poem.
九年级全一册U7,bedroom,/ˈbedruːm/,卧室,My bedroom is tidy.
九年级全一册U7,community,/kəˈmjuːnəti/,社区；社团,We live in a community.
九年级全一册U7,chance,/tʃɑːns/,机会；可能性,Give me a chance!
九年级全一册U7,manage,/ˈmænɪdʒ/,设法做到；应付,She manages her time well.
九年级全一册U7,society,/səˈsaɪəti/,社会,We live in a modern society.
九年级全一册U7,educate,/ˈedʒukeɪt/,教育；教导,Parents should educate children.
九年级全一册U7,professional,/prəˈfeʃənl/,职业的；专业的,He is a professional.
九年级全一册U7,enter,/ˈentə(r)/,进来；进去,Please enter the room.
九年级全一册U7,support,/səˈpɔːt/,支持,My family supports me.
九年级全一册U8,truck,/trʌk/,卡车；货车,The truck carries goods.
九年级全一册U8,rabbit,/ˈræbɪt/,兔；野兔,Rabbits are cute.
九年级全一册U8,whose,/huːz/,谁的,Whose book is this?
九年级全一册U8,attend,/əˈtend/,出席；参加,He attends the meeting.
九年级全一册U8,valuable,/ˈvæljuəbl/,很有用的；宝贵的,This is a valuable painting.
九年级全一册U8,pink,/pɪŋk/,粉红色的；粉红色,She likes pink.
九年级全一册U8,picnic,/ˈpɪknɪk/,野餐,We had a picnic.
九年级全一册U8,somebody,/ˈsʌmbədi/,某人；重要人物,Somebody is calling.
九年级全一册U8,anybody,/ˈenibɒdi/,任何人,Is anybody there?
九年级全一册U8,noise,/nɔɪz/,声音；噪音,Don't make noise.
九年级全一册U8,policeman,/pəˈliːsmən/,男警察,The policeman helped us.
九年级全一册U8,wolf,/wʊlf/,狼,The wolf howled at the moon.
九年级全一册U8,laboratory,/ləˈbɒrətri/,实验室,We do experiments in the lab.
九年级全一册U8,coat,/kəʊt/,外套；外衣,Put on your coat.
九年级全一册U8,sleepy,/ˈsliːpi/,困倦的；瞌睡的,I feel sleepy.
九年级全一册U8,pocket,/ˈpɒkɪt/,衣袋；口袋,He put the key in his pocket.
九年级全一册U8,alien,/ˈeɪliən/,外星人,The movie is about aliens.
九年级全一册U8,suit,/suːt/,西服；套装,He wears a suit.
九年级全一册U8,express,/ɪkˈspres/,表示；表达,Express your feelings.
九年级全一册U8,circle,/ˈsɜːkl/,圆圈；圈出,Draw a circle.
九年级全一册U8,receive,/rɪˈsiːv/,接受；收到,I received a gift.
九年级全一册U8,leader,/ˈliːdə(r)/,领导；领袖,She is a good leader.
九年级全一册U8,medical,/ˈmedɪkl/,医疗的；医学的,He needs medical help.
九年级全一册U8,prevent,/prɪˈvent/,阻止；阻挠,Prevent accidents.
九年级全一册U8,energy,/ˈenədʒi/,精力；力量,Children have lots of energy.
九年级全一册U8,position,/pəˈzɪʃn/,位置；地方,What's your position?
九年级全一册U8,victory,/ˈvɪktəri/,胜利；成功,The team celebrated victory.
九年级全一册U8,enemy,/ˈenəmi/,敌人；仇人,He has no enemies.
九年级全一册U8,period,/ˈpɪəriəd/,一段时间；时期,The first period is English.
九年级全一册U8,mystery,/ˈmɪstəri/,奥秘；神秘事物,The story is a mystery.
九年级全一册U9,prefer,/prɪˈfɜː(r)/,更喜欢,I prefer tea to coffee.
九年级全一册U9,lyrics,/ˈlɪrɪks/,歌词,I love the lyrics.
九年级全一册U9,Australian,/ɒˈstreɪliən/,澳大利亚（人）的,He is Australian.
九年级全一册U9,electronic,/ɪˌlekˈtrɒnɪk/,电子（设备）的,Electronic music is popular.
九年级全一册U9,suppose,/səˈpəʊz/,推断；料想,I suppose so.
九年级全一册U9,smooth,/smuːð/,平滑的；悦耳的,The music sounds smooth.
九年级全一册U9,spare,/speə(r)/,空闲的；不用的,We have a spare room.
九年级全一册U9,case,/keɪs/,情况；实情,In that case I'll go.
九年级全一册U9,war,/wɔː(r)/,战争；战争状态,The war ended long ago.
九年级全一册U9,director,/dəˈrektə(r)/,导演；部门负责人,He is a film director.
九年级全一册U9,dialog,/ˈdaɪəlɒɡ/,对话；对白,Write a dialog.
九年级全一册U9,documentary,/ˌdɒkjumentri/,纪录片,I like watching documentaries.
九年级全一册U9,drama,/ˈdrɑːmə/,戏；剧,She is in a drama club.
九年级全一册U9,plenty,/ˈplenti/,大量；众多,There is plenty of food.
九年级全一册U9,shut,/ʃʌt/,关闭；关上,Please shut the door.
九年级全一册U9,superhero,/ˈsuːpəhɪərəʊ/,超级英雄,Spiderman is a superhero.
九年级全一册U9,horror,/ˈhɒrə(r)/,震惊；恐惧,I don't like horror movies.
九年级全一册U9,sense,/sens/,感觉到；意识到；感觉,I sense something wrong.
九年级全一册U9,pain,/peɪn/,痛苦；苦恼,He is in pain.
九年级全一册U9,reflect,/rɪˈflekt/,反映；映出,The mirror reflects your face.
九年级全一册U9,perform,/pəˈfɔːm/,表演；执行,She performed a song.
九年级全一册U9,amazing,/əˈmeɪzɪŋ/,令人惊奇（喜）的,The view is amazing!
九年级全一册U9,pity,/ˈpɪti/,遗憾；怜悯,What a pity!
九年级全一册U9,total,/ˈtəʊtl/,总数；合计；总的,The total is 50.
九年级全一册U9,master,/ˈmɑːstə(r)/,能手；主人；掌握,She masters three languages.
九年级全一册U9,praise,/preɪz/,表扬；赞扬,The teacher praised him.
九年级全一册U9,national,/ˈnæʃnəl/,国家的；民族的,National Day is October 1st.
九年级全一册U9,recall,/rɪˈkɔːl/,回忆起；回想起,I recall meeting him.
九年级全一册U9,wound,/wuːnd/,伤；伤口；创伤,The wound is healing.
九年级全一册U10,custom,/ˈkʌstəm/,风俗；习俗,Every country has customs.
九年级全一册U10,bow,/baʊ/,鞠躬,In Japan people bow.
九年级全一册U10,kiss,/kɪs/,亲吻；接吻,They kissed goodbye.
九年级全一册U10,greet,/ɡriːt/,和……打招呼；迎接,He greeted me.
九年级全一册U10,value,/ˈvæljuː/,重视；珍视；价值,I value our friendship.
九年级全一册U10,everyday,/ˈevrideɪ/,每天的；日常的,This is an everyday activity.
九年级全一册U10,capital,/ˈkæpɪtl/,首都；国都,Beijing is the capital.
九年级全一册U10,noon,/nuːn/,正午；中午,We eat lunch at noon.
九年级全一册U10,mad,/mæd/,很生气；疯的,Don't get mad.
九年级全一册U10,traffic,/ˈtræfɪk/,交通；路上行驶的车辆,Traffic is heavy.
九年级全一册U10,somewhere,/ˈsʌmweə(r)/,在某处；到某处,Let's go somewhere warm.
九年级全一册U10,passport,/ˈpɑːspɔːt/,护照,You need a passport.
九年级全一册U10,chalk,/tʃɔːk/,粉笔,Write with chalk.
九年级全一册U10,blackboard,/ˈblækbɔːd/,黑板,Clean the blackboard.
九年级全一册U10,northern,/ˈnɔːðən/,北方的；北部的,It's cold in northern China.
九年级全一册U10,coast,/kəʊst/,海岸；海滨,We drove along the coast.
九年级全一册U10,season,/ˈsiːzn/,季；季节,Spring is my favorite season.
九年级全一册U10,knock,/nɒk/,敲；击,Knock on the door.
九年级全一册U10,eastern,/ˈiːstən/,东方的；东部的,The sun rises in the east.
九年级全一册U10,worth,/wɜːθ/,值得；有价值（的）,The movie is worth watching.
九年级全一册U10,manner,/ˈmænə(r)/,方式；（pl.）礼貌,Good manners matter.
九年级全一册U10,empty,/ˈempti/,空的；空洞的,The room is empty.
九年级全一册U10,basic,/ˈbeɪsɪk/,基本的；基础的,These are basic skills.
